Conversion_ID,Order_ID,Order_Date,Country,Channel,Campaign_ID,Campaign_Name,Customer_ID,Conversion_Type,Attributed_Revenue
CONV-010117,ORD-020092,2025-01-22,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,CUST-018084,Purchase,989.20
CONV-010118,ORD-014383,2025-10-17,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-010068,Purchase,269.32
CONV-010119,ORD-028196,2025-10-26,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,CUST-012502,Purchase,1361.90
CONV-010120,ORD-019163,2025-03-16,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-002178,Purchase,1348.24
CONV-010121,ORD-025111,2025-11-17,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-013371,Purchase,242.33
CONV-010122,ORD-013790,2025-05-26,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-001911,Purchase,369.05
CONV-010123,ORD-025676,2025-11-25,Spain,Organic Search,,,CUST-015959,Purchase,1054.65
CONV-010124,ORD-026788,2025-03-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-012108,Purchase,502.74
CONV-010125,ORD-016761,2025-12-14,France,Organic Search,,,CUST-018259,Purchase,313.00
CONV-010126,ORD-024802,2025-08-04,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-019704,Purchase,170.92
CONV-010127,ORD-025107,2025-12-28,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-017625,Purchase,2287.30
CONV-010128,ORD-015447,2025-12-21,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-005947,Purchase,697.71
CONV-010129,ORD-016896,2025-12-17,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-007402,Purchase,920.89
CONV-010130,ORD-023180,2025-09-25,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-001332,Assisted Purchase,1844.29
CONV-010131,ORD-014308,2025-11-13,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-001080,Purchase,3065.40
CONV-010132,ORD-INVALID-010131,2025-12-01,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-018974,Purchase,497.44
CONV-010133,ORD-016275,2025-11-15,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-015210,Purchase,727.63
CONV-010134,ORD-020216,2025-07-21,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-012799,Purchase,312.04
CONV-010135,ORD-030231,2025-05-10,France,Organic Search,,,CUST-004976,Purchase,557.02
CONV-010136,ORD-029862,2025-11-12,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-002532,Purchase,488.34
CONV-010137,ORD-027450,2025-09-14,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-004935,Purchase,1027.80
CONV-010138,ORD-026758,2025-01-08,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-018168,Purchase,1029.85
CONV-010139,ORD-029248,2025-12-21,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-018595,Purchase,289.15
CONV-010140,ORD-024730,2025-07-18,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-000915,Purchase,1033.53
CONV-010141,ORD-026553,2025-11-21,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-007741,Purchase,1178.95
CONV-010142,ORD-020603,2025-02-03,Portugal,Direct,,,CUST-018798,Purchase,872.35
CONV-010143,ORD-029896,2025-11-23,Spain,Organic Search,,,CUST-001055,Purchase,1207.45
CONV-010144,ORD-025578,2025-11-12,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-016947,Purchase,285.14
CONV-010145,ORD-027355,2025-04-04,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-003470,Purchase,439.45
CONV-010146,ORD-013937,2025-12-24,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-009089,Purchase,251.75
CONV-010147,ORD-014015,2025-11-25,Portugal,Direct,,,CUST-014035,Purchase,294.02
CONV-010148,ORD-INVALID-010147,2025-12-07,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-009138,Purchase,2613.51
CONV-010149,ORD-026543,2025-10-06,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,CUST-012823,Purchase,704.74
CONV-010150,ORD-014586,2025-11-01,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-012832,Purchase,602.86
CONV-010151,ORD-028372,2025-10-10,France,Organic Search,,,CUST-005145,Purchase,646.13
CONV-010152,ORD-024140,2025-06-25,France,Organic Search,,,CUST-010032,Purchase,322.97
CONV-010153,ORD-016323,2025-06-09,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-008682,Purchase,2191.39
CONV-010154,ORD-030352,2025-04-21,France,Organic Search,,,CUST-018488,Purchase,975.51
CONV-010155,ORD-021150,2025-07-21,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-014377,Purchase,221.53
CONV-010156,ORD-019828,2025-01-22,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-013890,Purchase,498.42
CONV-010157,ORD-INVALID-010156,2025-02-19,France,GoogleAds,CAMP-FR-GGL-041,black friday search fr,CUST-011738,Purchase,2905.92
CONV-010158,ORD-023174,2025-10-06,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-018722,Purchase,1205.08
CONV-010159,ORD-022488,2025-05-16,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-015268,Purchase,313.49
CONV-010160,ORD-025536,2025-07-27,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,CUST-005417,Purchase,629.96
CONV-010161,ORD-018218,2025-08-30,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-000980,Purchase,1087.60
CONV-010162,ORD-021599,2025-05-20,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-008153,Purchase,2208.28
CONV-010163,ORD-025741,2025-05-30,Portugal,Organic Search,,,CUST-001317,Purchase,896.25
CONV-010164,ORD-023409,2025-08-07,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-014638,Purchase,91.89
CONV-010165,ORD-015028,2025-01-21,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-001466,Purchase,2093.33
CONV-010166,ORD-016102,2025-08-30,France,Direct,,,CUST-016272,Purchase,959.85
CONV-010167,ORD-022406,2025-11-01,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-009360,Purchase,1148.80
CONV-010168,ORD-021694,2025-12-29,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-019760,Purchase,876.02
CONV-010169,ORD-019911,2025-09-03,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,CUST-008048,Purchase,513.78
CONV-010170,ORD-016260,2025-01-27,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-009569,Purchase,871.30
CONV-010171,ORD-029576,2025-12-13,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-007306,Assisted Purchase,261.16
CONV-010172,ORD-027093,2025-11-04,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-000864,Purchase,951.98
CONV-010173,ORD-015957,2025-04-26,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-016877,Purchase,533.91
CONV-010174,ORD-029492,2025-07-19,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-003312,Purchase,962.81
CONV-010175,ORD-017764,2025-02-12,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,CUST-001472,Purchase,138.72
CONV-010176,ORD-027265,2025-11-16,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-017934,Purchase,2128.24
CONV-010177,ORD-029443,2025-02-27,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-001320,Purchase,2996.87
CONV-010178,ORD-025593,2025-08-04,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-005936,Purchase,551.78
CONV-010179,ORD-021678,2025-10-09,France,Direct,,,CUST-009263,Assisted Purchase,1112.52
CONV-010180,ORD-014425,2025-12-04,France,Organic Search,,,CUST-019964,Purchase,333.74
CONV-010181,ORD-026048,2025-06-16,France,Organic Search,,,CUST-010992,Purchase,1065.90
CONV-010182,ORD-025390,2025-11-26,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-003845,Purchase,2514.99
CONV-010183,ORD-019913,2025-09-04,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-013228,Purchase,701.04
CONV-010184,ORD-018704,2025-08-16,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,CUST-017929,Assisted Purchase,377.87
CONV-010185,ORD-017590,2025-01-24,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-012296,Purchase,947.20
CONV-010186,ORD-027590,2025-03-13,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-002988,Purchase,279.50
CONV-010187,ORD-024869,2025-06-05,Spain,Organic Search,,,CUST-010633,Purchase,316.34
CONV-010188,ORD-025253,2025-11-12,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-008629,Purchase,1097.05
CONV-010189,ORD-026199,2025-04-28,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-011381,Purchase,293.93
CONV-010190,ORD-025873,2025-06-14,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-002384,Purchase,595.82
CONV-010191,ORD-027547,2025-08-01,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-008987,Purchase,719.35
CONV-010192,ORD-029758,2025-04-09,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-002403,Purchase,1627.34
CONV-010193,ORD-015004,2025-06-07,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-008226,Purchase,230.57
CONV-010194,ORD-016964,2025-04-18,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-019288,Purchase,1242.94
CONV-010195,ORD-015252,2025-07-19,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-019398,Purchase,304.15
CONV-010196,ORD-020709,2025-08-04,France,Direct,,,CUST-009184,Purchase,2231.79
CONV-010197,ORD-026779,2025-01-10,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-018608,Purchase,518.80
CONV-010198,ORD-019903,2025-04-24,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-017211,Purchase,662.64
CONV-010199,ORD-026642,2025-12-27,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-004285,Purchase,333.37
CONV-010200,ORD-019742,2025-11-20,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-007491,Purchase,538.38
CONV-010201,ORD-016953,2025-11-07,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-011533,Purchase,428.24
CONV-010202,ORD-026501,2025-05-21,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-018030,Purchase,3311.90
CONV-010203,ORD-028024,2025-06-16,France,Direct,,,CUST-019807,Purchase,343.59
CONV-010204,ORD-024170,2025-11-15,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-013562,Purchase,399.34
CONV-010205,ORD-020908,2025-12-18,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-004912,Purchase,1361.07
CONV-010206,ORD-030455,2025-01-04,France,Direct,,,CUST-002175,Purchase,262.15
CONV-010207,ORD-024758,2025-12-24,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-019423,Purchase,678.93
CONV-010208,ORD-022314,2025-09-25,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-011704,Purchase,830.11
CONV-010209,ORD-028761,2025-04-19,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-003441,Assisted Purchase,1027.91
CONV-010210,ORD-INVALID-010209,2025-01-07,Spain,Organic Search,,,CUST-018442,Purchase,116.56
CONV-010211,ORD-021449,2025-12-18,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-006605,Purchase,1169.50
CONV-010212,ORD-024035,2025-05-19,Portugal,Organic Search,,,CUST-010071,Purchase,746.52
CONV-010213,ORD-023520,2025-12-23,Spain,Direct,,,CUST-016217,Purchase,345.93
CONV-010214,ORD-014007,2025-04-13,France,Direct,,,CUST-002063,Assisted Purchase,2229.38
CONV-010215,ORD-014304,2025-09-08,France,Organic Search,,,CUST-012676,Purchase,424.09
CONV-010216,ORD-025614,2025-11-25,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-017888,Purchase,383.70
CONV-010217,ORD-023432,2025-12-22,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-004520,Purchase,586.14
CONV-010218,ORD-021000,2025-12-31,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-019917,Purchase,5523.32
CONV-010219,ORD-018001,2025-10-23,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-002622,Assisted Purchase,821.22
CONV-010220,ORD-027746,2025-03-09,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-018667,Purchase,691.96
CONV-010221,ORD-019519,2025-04-29,Spain,Direct,,,CUST-018948,Purchase,1122.59
CONV-010222,ORD-025572,2025-11-17,France,Organic Search,,,CUST-017859,Purchase,942.09
CONV-010223,ORD-INVALID-010222,2025-12-04,FR,GoogleAds,,Christmas Search FR,CUST-014874,Purchase,410.24
CONV-010224,ORD-023359,2025-05-21,Spain,Direct,,,CUST-012918,Purchase,482.47
CONV-010225,ORD-014942,2025-05-10,France,Direct,,,CUST-019001,Purchase,787.98
CONV-010226,ORD-026471,2025-11-28,France,Organic Search,,,CUST-008298,Purchase,159.83
CONV-010227,ORD-014045,2025-05-19,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-001152,Purchase,468.42
CONV-010228,ORD-028967,2025-01-09,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-009349,Purchase,407.33
CONV-010229,ORD-022520,2025-09-19,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-008785,Purchase,647.59
CONV-010230,ORD-030159,2025-05-13,Spain,Organic Search,,,CUST-014107,Purchase,3073.56
CONV-010231,ORD-029696,2025-05-13,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-002639,Purchase,48.03
CONV-010232,ORD-019375,2025-05-09,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-005062,Purchase,223.13
CONV-010233,ORD-015270,2025-04-22,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,CUST-014796,Purchase,928.25
CONV-010234,ORD-025387,2025-04-28,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-011063,Purchase,201.44
CONV-010235,ORD-025999,2025-12-14,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-011758,Purchase,260.18
CONV-010236,ORD-028340,2025-07-01,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-019465,Purchase,784.45
CONV-010237,ORD-026865,2025-11-06,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-001053,Purchase,496.85
CONV-010238,ORD-028185,2025-04-19,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,CUST-017107,Purchase,1411.53
CONV-010239,ORD-025750,2025-06-13,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-001848,Assisted Purchase,1350.94
CONV-010240,ORD-030430,2025-01-20,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-006716,Purchase,1195.65
CONV-010241,ORD-022814,2025-12-24,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-013481,Purchase,349.22
CONV-010242,ORD-018727,2025-07-04,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-004612,Purchase,1455.36
CONV-010243,ORD-018384,2025-12-07,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-013979,Purchase,643.29
CONV-010244,ORD-030428,2025-01-08,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,CUST-014661,Purchase,149.08
CONV-010245,ORD-029996,2025-05-05,France,Organic Search,,,CUST-003208,Purchase,676.47
CONV-010246,ORD-028352,2025-01-08,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-005833,Assisted Purchase,265.26
CONV-010247,ORD-021988,2025-03-30,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-018887,Assisted Purchase,1337.88
CONV-010248,ORD-017387,2025-05-09,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-012404,Purchase,834.26
CONV-010249,ORD-025165,2025-07-01,France,Organic Search,,,CUST-013873,Purchase,227.23
CONV-010250,ORD-021558,2025-01-11,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-007337,Purchase,674.85
CONV-010251,ORD-019772,2025-07-28,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-015236,Assisted Purchase,130.71
CONV-010252,ORD-028624,2025-06-06,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-001787,Purchase,3240.69
CONV-010253,ORD-022402,2025-08-06,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-005451,Purchase,822.92
CONV-010254,ORD-018955,2025-12-06,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-013006,Assisted Purchase,1503.18
CONV-010255,ORD-024460,2025-11-07,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-007314,Purchase,126.55
CONV-010256,ORD-028885,2025-08-05,France,Direct,,,CUST-016156,Purchase,753.65
CONV-010257,ORD-017775,2025-08-23,Spain,Direct,,,CUST-000929,Purchase,672.96
CONV-010258,ORD-020360,2025-05-25,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,CUST-019635,Purchase,912.10
CONV-010259,ORD-017064,2025-11-10,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-001545,Purchase,94.05
CONV-010260,ORD-020376,2025-12-02,France,Direct,,,CUST-008376,Purchase,933.20
CONV-010261,ORD-015025,2025-12-21,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-009698,Assisted Purchase,164.69
CONV-010262,ORD-014024,2025-06-09,France,Organic Search,,,CUST-008824,Purchase,1544.20
CONV-010263,ORD-021605,2025-04-17,Spain,Organic Search,,,CUST-014722,Assisted Purchase,1003.83
CONV-010264,ORD-028042,2025-11-27,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-009637,Purchase,1021.91
CONV-010265,ORD-016790,2025-11-10,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-012672,Purchase,981.21
CONV-010266,ORD-017821,2025-11-25,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-014541,Purchase,473.07
CONV-010267,ORD-026634,2025-01-29,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-015022,Assisted Purchase,513.56
CONV-010268,ORD-026712,2025-08-11,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-013484,Purchase,572.48
CONV-010269,ORD-014873,2025-04-09,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-000498,Purchase,205.28
CONV-010270,ORD-015661,2025-11-13,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,CUST-001736,Purchase,813.64
CONV-010271,ORD-025223,2025-05-10,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-004544,Purchase,321.19
CONV-010272,ORD-024704,2025-05-31,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-012761,Purchase,405.56
CONV-010273,ORD-029877,2025-11-19,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-018243,Purchase,702.28
CONV-010274,ORD-026045,2025-12-17,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-002137,Purchase,1635.01
CONV-010275,ORD-015150,2025-05-01,France,Organic Search,,,CUST-008441,Purchase,1745.88
CONV-010276,ORD-028950,2025-09-30,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-012913,Purchase,591.01
CONV-010277,ORD-028763,2025-06-27,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-005250,Purchase,245.68
CONV-010278,ORD-018251,2025-12-16,France,Organic Search,,,CUST-002060,Purchase,987.41
CONV-010279,ORD-028463,2025-09-17,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-015618,Purchase,511.23
CONV-010280,ORD-028509,2025-06-10,France,Direct,,,CUST-000713,Purchase,957.26
CONV-010281,ORD-INVALID-010280,2025-12-15,France,Organic Search,,,CUST-012492,Purchase,928.20
CONV-010282,ORD-020956,2025-04-09,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-018548,Purchase,1330.52
CONV-010283,ORD-020451,2025-01-22,France,Organic Search,,,CUST-013270,Purchase,1851.66
CONV-010284,ORD-017637,2025-04-02,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-006363,Purchase,1122.97
CONV-010285,ORD-023831,2025-12-26,France,Organic Search,,,CUST-016728,Purchase,1304.42
CONV-010286,ORD-023304,2025-06-21,Spain,Direct,,,CUST-009756,Purchase,845.03
CONV-010287,ORD-027334,2025-05-12,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-011218,Assisted Purchase,435.11
CONV-010288,ORD-020583,2025-06-14,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-006280,Purchase,581.71
CONV-010289,ORD-020906,2025-05-05,France,Direct,,,CUST-012296,Purchase,180.42
CONV-010290,ORD-026108,2025-11-30,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-014083,Purchase,63.43
CONV-010291,ORD-028609,2025-09-13,France,Organic Search,,,CUST-014565,Purchase,992.93
CONV-010292,ORD-021990,2025-08-25,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,CUST-014075,Purchase,4232.61
CONV-010293,ORD-013645,2025-11-30,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-002125,Purchase,174.22
CONV-010294,ORD-028321,2025-09-02,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-005458,Purchase,1039.24
CONV-010295,ORD-026220,2025-03-01,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-002832,Assisted Purchase,502.99
CONV-010296,ORD-016742,2025-04-11,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-013979,Purchase,1226.98
CONV-010297,ORD-018375,2025-11-18,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-019126,Purchase,207.23
CONV-010298,ORD-016878,2025-09-24,France,Direct,,,CUST-012392,Purchase,583.11
CONV-010299,ORD-018203,2025-05-20,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-010227,Purchase,221.41
CONV-010300,ORD-019938,2025-09-28,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-017253,Purchase,586.58
CONV-010301,ORD-020925,2025-07-17,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-006374,Purchase,433.35
CONV-010302,ORD-026515,2025-06-09,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-017092,Purchase,1206.38
CONV-010303,ORD-016197,2025-06-16,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-013147,Purchase,586.65
CONV-010304,ORD-017513,2025-06-16,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-004526,Purchase,415.95
CONV-010305,ORD-015640,2025-12-03,France,Organic Search,,,CUST-008599,Purchase,201.54
CONV-010306,ORD-024881,2025-09-30,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-006275,Purchase,136.05
CONV-010307,ORD-016201,2025-09-10,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-013926,Purchase,547.21
CONV-010308,ORD-013736,2025-05-21,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-011257,Purchase,1330.69
CONV-010309,ORD-030274,2025-01-25,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-018666,Assisted Purchase,1804.26
CONV-010310,ORD-025007,2025-07-29,France,Direct,,,CUST-012669,Purchase,218.98
CONV-010311,ORD-016154,2025-06-26,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-004137,Purchase,498.21
CONV-010312,ORD-025859,2025-12-26,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-000795,Purchase,287.47
CONV-010313,ORD-015721,2025-07-04,France,Organic Search,,,CUST-002253,Purchase,101.10
CONV-010314,ORD-017420,2025-11-14,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-017484,Purchase,526.19
